,date,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
1276,2021-07-19 23:39:41,RomeroPiriz,Oriental del #Uruguay. Padre y abuelo. Mi amor Teresa partió antes En el 71 del FA Ahora #Multicolor Anti toda dictadura Profesor jubilado De #Peñarol y #Aguada," Montevideo, R.O. del #Uruguay",11,7266,278124,88,"“The root of the issue in Cuba is the Communist Party”

Activists from the Cuban-Canadian community are concerned about more bloodshed following widespread protests in #Cuba, but they remain hopeful as Cubans continue to call for #Freedom and #Democracy. https://t.co/x2sSkrIZAF",[]
1277,2021-07-19 23:39:41,Jangelfd,"Usuario en desbandada.
Adiós, tiranos.
Sois los sicarios de la dictadura globalista.
Fue un placer silenciar cerca del millar de tuits promocionados.",España,371,557,129582,204,"🚨#SOSCuba🇨🇺
The Biden Administration has been planning this “review” for months. 

The protests didn’t change their mind on anything.

It’s time for President Biden to listen to the people of #Cuba and give them real solutions — now!

https://t.co/aoMIydarpJ",['SOSCuba']
1278,2021-07-19 23:39:37,trapmami,welcome babes Ⓥ 🇯🇲🇳🇮 🦄,Miami ,256,5012,126463,19,"""Trump added over 200 new sanctions on Cuba. Biden has come into office and maintained those new sanctions, despite the pandemic.

All he has to do is sign a piece of paper and he can get rid of those sanctions.

He has not done that.""

@RaniaKhalek 
https://t.co/Rn6IXgOWsU",[]
1279,2021-07-19 23:39:36,angrysocialist4,"Had to ditch the old account, but I've returned.
Vote Socialism and Liberation Party.",,441,160,2523,17,The leader of the country where this is happening is trying to tell you that Cuba’s the country with problems. https://t.co/QYjZyxyhKd,[]
1280,2021-07-19 23:39:35,_susyyy_x,Scorpio ☼ Leo ↑ Sagittarius ☽ IG 📸: @_susyyy_x She/Her ❤️ MoonChild 🌝✨,,301,160,9830,121,A Cuba Libre is on the horizon #SOSCubaLibre #soscuba #AbajoLaDictadura 🇨🇺🇨🇺,"['SOSCubaLibre', 'soscuba', 'AbajoLaDictadura']"
1281,2021-07-19 23:39:35,johndotbastable,Canada is a wretched country ~ Vijay Prashad,Haliburton not Halliburton,1390,1380,175049,292,"Vietnam has forgiven 143,7 million in debt to Cuba and gave 5000 tons of rice as a gift to Cuba in 2018.

We signed agreement to help Cuba growing rice with Vietnamese technique in the period 2018-2022.

Meanwhile, what has US been doing to Cuba? Sanction them for 60 years!!! https://t.co/MgfVyLxJUj",[]
1282,2021-07-19 23:39:33,CurlyMoore1,"Retired happily Married Mother of 2, Gramma to 5 sweet Grandchildren!! I also love my dogs!! Climate crisis denier",,403,124,9383,5422,"I understand the White House wants to control the internet and weaponize it for political gain here in the US, but have they made any efforts to get WiFi going in Cuba so some of the freedom loving protestors there can communicate and perhaps give us a glimpse of what’s going on?",[]
1283,2021-07-19 23:39:31,TrimbleSam,Liberty loving Conservative. #golf Trump2020, Arkansas,1973,2088,118203,1884,"Dear Cuba, when you become free, please don’t use the fraud machines or you will be back to Communism faster than you can say Joe Biden.",[]
1284,2021-07-19 23:39:29,sabahkhald,agissez comme si vous avez jamais vu ce compte. bookworm account : @sabahreads. she/her 🇲🇦. #freepalestine #blm #saveuyghurs,"france, central perk",241,158,10706,333,"Pray for Palestine 
Pray for Afghanistan 
Pray for Cuba",[]
1285,2021-07-19 23:39:29,An_Dao_Senpai,"depressed for 10yrs, read a lot & I believe may have found a way 2 help others cope better under capitalism. No grift, just philosophical advice from old leftis",Podcast coming soon hopefully.,2738,1063,6889,395,Supporting the embargo on Cuba isn’t very free market of you,[]
1286,2021-07-19 23:39:28,_susyyy_x,Scorpio ☼ Leo ↑ Sagittarius ☽ IG 📸: @_susyyy_x She/Her ❤️ MoonChild 🌝✨,,301,160,9830,549,It’s still FREE CUBA and FUCK THE COMMIES 🗣🇨🇺🇨🇺🇨🇺🇨🇺🇨🇺🇨🇺 #SOSCuba #CubaLibre,"['SOSCuba', 'CubaLibre']"
1287,2021-07-19 23:39:26,evenlatercomer,,,1410,1086,57120,422,"I joined @jimmy_dore to discuss the international terrorist organization that @john_sipher chose to join, its history of biowarfare and bombings against Cuba’s civilian population, and its work with narco-cartels to fund its murderous covert operations. https://t.co/OgG6AakNPT",[]
1288,2021-07-19 23:39:25,Hartnett44,Australian Lawyer,"Melbourne, Australia",534,628,8506,209,China firmly opposes external interference in Cuba’s internal affairs. We urge the US to immediately &amp; fully lift its embargo against Cuba. https://t.co/Jx9tqy22RS,[]
1289,2021-07-19 23:39:25,itsaboutdamnti1,Biden is a Chinese stooge,,451,1152,14849,5749,I stand with the people of Cuba. They deserve freedom.,[]
1290,2021-07-19 23:39:23,DonMcKenzie,Donald Sturge Anthony McKenzie II is an aural fine artist. https://t.co/x9RfOrUOWo,"Brooklyn, NY",4997,2294,394453,1047,You almost gotta admire Joe Biden’s nerve calling Cuba a failed state and Communism a universally failed system when we have seven year olds selling lemonade to pay for their brain surgery.,[]
1291,2021-07-19 23:39:23,Solzi_Sez,Perfect talking wastes no words l Anti-imperialism & Pro-MSG l #TaoTeChing #Confucianism #Legalism,East Asia,1082,1756,12291,0,"@DonMadrid “Stay focused on imperialism, and ignore America collapsing internally.”

How would terrorizing Cuba save America? 🤷‍♂️",[]
1292,2021-07-19 23:39:23,EstherArianne,,"Miami, FL",237,65,1260,68,🇨🇺💔 CONSULAR SERVICES IN CUBA IS THE ONLY SOLUTION TO THE IMMIGRATION LIMBO OF CUBAN FAMILIES ❤️‍🩹🇺🇸 @FLOTUS @POTUS @StateDept @KamalaHarris @CubanasEn @SenatorMenendez @SecMayorkas @RepMariaSalazar @WhiteHouse @Telemundo51 @UniNoticias @camafs @HouseGOP @HouseDemocrats,[]
1293,2021-07-19 23:39:22,MatosRusela,,,44,4,137,204,"🚨#SOSCuba🇨🇺
The Biden Administration has been planning this “review” for months. 

The protests didn’t change their mind on anything.

It’s time for President Biden to listen to the people of #Cuba and give them real solutions — now!

https://t.co/aoMIydarpJ",['SOSCuba']
1294,2021-07-19 23:39:22,Ivis57241600,,,22,18,278,121,"The family reunification is crying tears of pain when seeing the situation in which they are in Cuba, our employees. With fear and uncertainty that something may happen to them because they do not have freedom of expression. The repression on the island is more evident.
@POTUS",[]
1295,2021-07-19 23:39:22,jjbr00,Married Christian mother of 3. Conservative Pro-Life Pro-Israel Grandma to 4 beautiful babies.  #DefundPP #CCOT  #MAGA #OnePride,Michigan,11035,11052,77321,799,"Sen. Ted Cruz tells AOC, Sanders, Warren to 'get on a raft' and sail to Cuba
https://t.co/QKqyinNTfm",[]
1296,2021-07-19 23:39:21,aneetacarol,,,4113,3826,138474,799,"Sen. Ted Cruz tells AOC, Sanders, Warren to 'get on a raft' and sail to Cuba
https://t.co/QKqyinNTfm",[]
1297,2021-07-19 23:39:21,AaronNiswander1,"Aaron, 46
Lucas, OH
Live By #TheGoldenRule
Lost 3.5k Followers During #TheGreatPurge
Pro-2A
Anti-War
Anti-Deep State
#EndTheFed
#TyrannyIsHere
#TaxationIsTheft","Lucas, Ohio",650,662,1771,283,Arch-neocon Bill Kristol never had to apologize for Iraq or cease his advocacy for a full scale war on Iran and the annexation of Cuba to win over so many progressive Democrats. All he had to do was spout liberal bromides because they actually believe in nothing. https://t.co/7iL9uHSWCM,[]
1298,2021-07-19 23:39:20,0x6e6473,Don't follow me. You've been warned.,A'dam,1205,195,45609,71,"LIVE in Toronto: A Cuban woman calls out to a pro-communism group, saying “Dear communists, you know why you are here today? Because you have freedom! Why don’t you come down and suffer what the people of Cuba are suffering?” https://t.co/1Z40P9W8eK",[]
1299,2021-07-19 23:39:20,CaliSue7,,,244,108,43275,5422,"I understand the White House wants to control the internet and weaponize it for political gain here in the US, but have they made any efforts to get WiFi going in Cuba so some of the freedom loving protestors there can communicate and perhaps give us a glimpse of what’s going on?",[]
1300,2021-07-19 23:39:20,crowtitx,“You should enjoy the little detours to the fullest because that’s where you’ll find the things most important than what you want”,"Illinois, USA",218,309,25200,12113,Americans will call Cuba authoritarian and then see no problem with this https://t.co/bFath78Hev,[]
1301,2021-07-19 23:39:19,RCDC_121,Truth & understanding,,36,0,14,0,"@DonaldJTrumpJr They have the power to do so but wont, because then the people of this country will see how bad socialism really is &amp; that is bad for their agenda. The US gets involved in everyone else's business, but won't help liberal Cuba. Its clear as day people. Wake up.",[]
1302,2021-07-19 23:39:19,dragon_sickle,Communist amidst a world bursting into flames.,,201,213,2061,1610,Americans calling Cuba authoritarian starts making a lot more sense when you realize their idea of freedom is buying 25 types of chips (owned by the same 3 companies) and their idea of democracy is choosing between 2 political parties (which are identical in everything but name).,[]
1303,2021-07-19 23:39:19,Akk_0x04,"""Give me liberty, or give me death!""
-Patrick Henry

You don't get far in this world by relying on others. People are loyal until it seems opportune not to be.",Myanmar,160,17,1686,26,"Big events in SEA occupy 99% of our time. Let's not forget about others and spend little bit time on it. 
#MilkTeaAlliance  stands for the democracy🏴
——
Cuba: #CubaSOS 
Iran: #IranProtests #Khuzestan 
MTA Iran: @MilkTea_Iran https://t.co/X1vViZbcNE",['MilkTeaAlliance']
1304,2021-07-19 23:39:18,kneeklas,"Either rail or back left | Acid Rain | Sad Boi Gamer-Level 9 BOT | WAKAAN, IllENIAL, ZDF ☮️🍁♐️ | NERD/FITNESS! | TWITCH LINK IN BIO👾",Down the rabbit hole,987,1704,13807,1047,You almost gotta admire Joe Biden’s nerve calling Cuba a failed state and Communism a universally failed system when we have seven year olds selling lemonade to pay for their brain surgery.,[]
1305,2021-07-19 23:39:18,4n4clet0,Estudiante de medicina.,La Habana,2745,592,10990,3,@Luz_Cuba @miakhalifa He’s saying “Even Mia Khalifa sees you as an insult” referring to @DiazCanelB.,[]
1306,2021-07-19 23:39:17,daisychavez_,22 🇲🇽♌️ | Sociology @ UCSB 🌊,california,255,260,9965,476,Someone’s stance on Cuba is an important &amp; useful litmus test for those who identify as being on the left: it separates liberals from those who actually believe in the necessity of fundamentally transforming society and all the difficulties and complexities that process entails.,[]
1307,2021-07-19 23:39:16,CliffWilkin,#MAGA #KAG @DineshDSouza @RealDrGina @PragerU @TheIJR  @tomborelli @deneenborelli  @ballotpedia @CharlieKirk11,United States,16030,17713,126943,799,"Sen. Ted Cruz tells AOC, Sanders, Warren to 'get on a raft' and sail to Cuba
https://t.co/QKqyinNTfm",[]
1308,2021-07-19 23:39:16,gilwell_vzla,"Administrador de Empresas, Profesor Universitario, MBA del IESA, Especialista en Ingeniería Industrial de la UCAB, Lic. en Matemáticas Industriales de Unimet","Caracas, Venezuela",201,89,7496,5749,I stand with the people of Cuba. They deserve freedom.,[]
1309,2021-07-19 23:39:15,Dking554,,,345,170,16339,555,"CUBA: “If we remain silent they kill us, if we speak out they kill us, so we’ve decided to speak out so as not to die in silence.” https://t.co/SvPy03wnHd",[]
1310,2021-07-19 23:39:15,dekentro,Can I tell you the future?,,819,250,57231,2516,I worry about Cuba. What I worry more about is the USA becoming Cuba,[]
1311,2021-07-19 23:39:14,nithiy1971,ΣΤΗΝ ΚΡΥΠΤΟ ΕΜΠΙΣΤΟΣΥΝΩ,CRYPTO COUNTRY,1114,250,536,0,China Says U.S. Should 'Immediately' Lift Cuba Embargo and Stop Interfering #NewsBreak  https://t.co/3qxx54cpcP,['NewsBreak']
1312,2021-07-19 23:39:14,lgriverob,"Cumanés, Profesor Titular Jubilado (UDO).. Revolucionario toda su vida...","Maturin, Cumaná, CCS ",3982,2259,112218,1,"#MVFACT Biden accused Social media of  ‘killing people’ with COVID misinformation. He ""blamed"" platforms including Facebook and Twitter.

Biden deliberately ignored, however, to mention how the same companies promote fake news using millions of bots to attack countries like Cuba. https://t.co/unpzZ7vwUZ",['MVFACT']
1313,2021-07-19 23:39:12,t8DUBJB4ml9KGwf,捡菜叶子🍃,,802,600,23346,5422,"I understand the White House wants to control the internet and weaponize it for political gain here in the US, but have they made any efforts to get WiFi going in Cuba so some of the freedom loving protestors there can communicate and perhaps give us a glimpse of what’s going on?",[]
1314,2021-07-19 23:39:11,DarkDehWolfeh,"Furry, Autistic, Irish, 22, He/Him, Pansexual, Medical Student (MB), Provocateur, Marxist-Leninist, Anti-fascist, trans ally, incredibly ironic",Occupied Ireland,401,692,28725,63,"Rojava shooting protesters: awesome socialist W
Cuba letting people protest and then there being counterprotests: omg evil totalitarians https://t.co/Y2skWzLDYV",[]
1315,2021-07-19 23:39:11,AlexQuz,"Everyone lies

(po/ta/toes)",,68,34,1957,0,"@BreitbartNews American revolution isn't going well in Cuba, isn't it? 🤷🏾‍♀️😂",[]
1316,2021-07-19 23:39:10,TimByrd,"Often barefoot, prone to irony, interested in everything. Knows how to tie a tie, doesn't care to.

That/This/The Other Thing",,1054,644,38268,1047,You almost gotta admire Joe Biden’s nerve calling Cuba a failed state and Communism a universally failed system when we have seven year olds selling lemonade to pay for their brain surgery.,[]
1317,2021-07-19 23:39:10,FloridaGirlUSA6,"Supporting #MyPresident Donald J Trump, United States Military, & fellow Patriots.",Florida,5836,5642,65159,799,"Sen. Ted Cruz tells AOC, Sanders, Warren to 'get on a raft' and sail to Cuba
https://t.co/QKqyinNTfm",[]
1318,2021-07-19 23:39:09,JaredK22,"B.M. Music Performance from UNK, Always dissatisfied, but never discouraged. #SaveOurSherman","Kearney, NE",1023,685,25264,1047,You almost gotta admire Joe Biden’s nerve calling Cuba a failed state and Communism a universally failed system when we have seven year olds selling lemonade to pay for their brain surgery.,[]
1319,2021-07-19 23:39:09,Hillaeuna76,I/me/mine,In the here & the now,486,156,7999,71,"LIVE in Toronto: A Cuban woman calls out to a pro-communism group, saying “Dear communists, you know why you are here today? Because you have freedom! Why don’t you come down and suffer what the people of Cuba are suffering?” https://t.co/1Z40P9W8eK",[]
1320,2021-07-19 23:39:08,kttrombone,"Married, Christian Conservative, God, family, country. God Bless America! no DMs 🇺🇸🇺🇸🇺🇸","Idaho, USA",1906,999,31247,2516,I worry about Cuba. What I worry more about is the USA becoming Cuba,[]
1321,2021-07-19 23:39:08,Steveo_808,,Hawaii,867,221,11017,5422,"I understand the White House wants to control the internet and weaponize it for political gain here in the US, but have they made any efforts to get WiFi going in Cuba so some of the freedom loving protestors there can communicate and perhaps give us a glimpse of what’s going on?",[]
1322,2021-07-19 23:39:08,gobloid3,22 | he/him | marxist-leninist,,588,8916,8306,1610,Americans calling Cuba authoritarian starts making a lot more sense when you realize their idea of freedom is buying 25 types of chips (owned by the same 3 companies) and their idea of democracy is choosing between 2 political parties (which are identical in everything but name).,[]
1323,2021-07-19 23:39:08,kevinkeary1,Canadian patriodical son. Co-maker of Harm Reduction Hell.,Calgary,1635,596,1732,79,"If South Africa, France, Cuba has taught us ANYTHING, it should be, that they CAN'T arrest us all.",[]
